Key,Tags
2.1.48,"Halbleiterdiode, Gleichrichtung, Leuchtdioden, Zenerdiode, Umwandlung"
2.1.49,"Halbleiterdiode, Diodentester, Widerstandsmessung, Prüfung, Funktion"
2.1.50,"Transistor, Halbleiter, Schaltelement, Definition, Verstärker"
2.1.51,"Transistor, Funktion, Steuerung, Ströme, Schalter"
2.1.52,"Transistor, Anwendung, Schaltung, Verstärkung, Schalter"
2.1.53,"Transistor, Bipolar, Unipolar, Unterschiede"
2.1.54,"MOSFET, Abkürzung, Metal-Oxid, Feldeffekttransistor"
2.1.55,"JFET, Abkürzung, Sperrschicht, Feldeffekttransistor"
2.1.56,"Elektronische Bauelemente, passive, aktive, Beispiele"
2.1.57,"Integrierte Bauelemente, Halbleitersubstrat, Schaltung, Definition"
2.1.58,"Konzentrierte Bauelemente, Modellierung, Definition, Netzwerkmodell"
2.1.59,"Gesteuerte Quellen, Stromquelle, Spannungsquelle, Abhängigkeit"
2.1.60,"Lineares Netzwerk, Widerstände, Quellen, Komponenten"
2.1.61,"Dynamisches Netzwerk, Kondensatoren, Induktivitäten, Lineare Netzwerke"
2.1.62,"Norton-Theorem, Ersatzstromquelle, Widerstandsnetzwerk, Linearität"
2.1.63,"Thevenin-Theorem, Ersatzspannungsquelle, Widerstandsnetzwerk, Linearität"
2.2.1,"Strom, Berechnung, Widerstand, Ohmsches-Gesetz, Stromberechnung"
2.2.2,"Spannung, Berechnung, Ohmsches-Gestz, Widerstand, Spannungsabfall, Spannungsberechnung"
2.2.3,"Maschenregel, Analytisch, Schaltung, Teilspannungen, Kirchhoff"
2.2.4,"Maschenregel, Kirchhoff, Spannungsverteilung, Gleichungssystem"
2.2.5,"Maschenregel, Kirchhoff, Spannungsbeziehungen, Formel"
2.2.6,"Knotenregel, Kirchhoff, Stromverteilung, Gleichung"
2.2.7,"Maschengleichung, Kirchhoff, Spannungsverlauf, Gleichung"
2.2.8,"Knotenregel, Kirchhoff, Stromregel, Analyse"
2.2.9,"Maschenregel, Knotenregel, Kirchhoff, Gleichung"
2.2.10,"Knotenregel, Kirchhoff, Stromknoten, Formeln"
2.2.11,"Gesamtwiderstand, Widerstand, Berechnung, Widerstandberechnung"
2.2.12,"Gesamtwiderstand, Widerstand, Berechnung, Widerstandberechnung"
2.2.13,"Maschenregel, Knotenregel, Kirchhoff, Gleichung"
2.2.14,"Knotenregel, Kirchhoff, Gleichung"
2.2.15,"Maschenregel, Kirchhoff, Gleichung"
2.2.16,"Stromkreis, Berechnung, Teilströme, Spannung, Leistung"
2.2.17,"Widerstand, Leitungswiderstand, Berechnung"
2.2.18,"Gesamtwiderstand, Widerstand, Berechnung, Stromkreis"
2.2.19,"Stromkreis, Berechnung, Teilströme, Teilspannungen, Leistung"
2.2.20,"Skizze, Schaltung, Potentiometer, Berechnung, Verhältnis"
2.2.21,"Widerstand, Temperaturabhängigkeit, Änderung"
2.2.22,"Temperaturänderung, Widerstand, Motorwicklung, Änderung"
2.2.23,"Widerstand, Berechnung, Widerstandberechnung, Ohmsches-Gesetz"
2.2.24,"Strom, Stromberechnung, Stromkreis, Widerstandsnetzwerk, Ampere, Stromstärke berechnen"
2.2.25,"Widerstandsnetzwerk, Stromberechnung, Spannungsberechnung, Ohmsches Gesetz"
2.2.26,"Gesamtstromberechnung, Widerstandsnetzwerk, Ohmsches Gesetz, Reihenschaltung, Parallelschaltung, Strom, Stromstärke berechnen"
2.2.27,"Stromberechnung, Widerstandsnetzwerk, Ohmsches Gesetz, Parallelschaltung, Stromverteilung, Stromteiler"
2.2.28,"Berechnung, Reihenschaltung, Stromberechnung, Spannungsberechnung, Ohmsches Gesetz"
2.2.29,"Berechnung, Reihenschaltung, Stromberechnung, Spannungsberechnung, Ohmsches Gesetz"
2.2.30,"Vorwiderstand, Leistung, Lampenschaltung, Spannungsanpassung, Strombegrenzung, Berechnung"
2.2.31,"Parallelschaltung, Widerstandsnetzwerk, Berechnung, Leitwert, Gesamtwiderstand, Teilströme, Strom, Spannung, Leistung"
2.2.32,"Leistungsberechnung, Berechnung, Leistung"
2.2.33,"Widerstandsberechnung, Berechnung, Widerstand"
2.2.34,"Vorwiderstand, Spannungsmessung, Spannungsteiler, Messbereichserweiterung, Berechnung"
2.2.35,"Vermaschtes Netzwerk, Ströme berechnen, Knotenregel, Maschenregel, Netzwerkanalyse, Gleichungssystem"
2.2.36,"Vermaschtes Netzwerk, Ströme berechnen, Netzwerkanalyse, Knotenregel, Maschenregel, Gleichungssystem"
2.2.37,"Ersatzspannungsquelle, Laststrom, Prinzip der Ersatzspannungsquelle, Netzwerkanalyse, Strom berechnen, Spannungsquellenersatz"
2.2.38,"Ersatzspannungsquelle, Prinzip der Ersatzspannungsquelle, Netzwerkanalyse, Kenngrößen, Spannungsquellenersatz"
2.2.39,"Stromberechnung, Überlagerungsprinzip, Netzwerkanalyse, Widerstandsnetzwerk"
2.2.40,"Überlagerungsprinzip, Netzwerkanalyse, Spannungsquellen, Ersatzwiderstände, Stromberechnung"
2.2.41,"Widerstandstemperaturkoeffizient, Temperaturänderung, Widerstandsänderung berechnen, Berechnung"
2.2.42,"Umgebungstemperatur aus Widerstandswerten, Temperaturkoeffizient, Widerstandsänderung"
2.2.43,"Temperaturkoeffizient, spezifischer Widerstand, Leitungswiderstand, Widerstandsänderung"
2.2.44,"Gesamtwiderstand, gleiche Widerstände, mathematische Herleitung, Parallelschaltung"
2.2.45,"Parallelwiderstand, Stromverteilung, Widerstandsteilung, Berechnung"
2.2.46,"Entladung, Akku, Kapazität, Berechnung, Entladedauer, Ladung"
2.2.47,"Stromberechnung, Akku, Entladezeit, Entladeladung"
2.2.48,"Endladung, Akku, Berechnung, Lade- und Entladeprozesse"
2.2.49,"Akku, Brenndauer, Taschenlampe, Kapazität, Stromstärke, Berechnung"
2.2.50,"Überlagerungsprinzip, Strom, Spannung, Schaltung, Berechnung, Widerstand"
2.2.51,"Überlagerungsprinzip, Stromquelle, Spannungsquelle, Widerstand, Ströme, Spannungen, Schaltkreis"
2.2.52,"Überlagerungsprinzip, Stromquelle, Widerstand, Ströme, Spannungen, Schaltkreis"
2.2.53,"Überlagerungsprinzip, Stromquelle, Widerstand, Ströme, Spannungen, Schaltkreis"
2.2.54,"Stromteilerregel, Ströme, Widerstände, Schaltkreis"
2.2.55,"Stromteilerregel, Ströme, Widerstände, Schaltkreis"
2.2.56,"Vorwiderstand, LED, Strom, Spannung, Widerstand, Berechnung"
2.2.57,"Kondensator, Parallelschaltung, Kapazität, Berechnung"
2.2.58,"Kondensator, Serienschaltung, Kapazität, Berechnung"
2.2.59,"Kondensator, gemischte Schaltung, Kapazität, Parallelschaltung, Serienschaltung, Berechnung"
2.2.60,"Strommessgerät, Innenwiderstand, Parallelwiderstände, Strom, Spannung, Messgerät, Berechnung"
2.2.61,"Strommessgerät, Innenwiderstand, Parallelwiderstände, Strom, Spannung, Messgerät, Berechnung"
2.2.62,"Wheatstone-Brücke, Widerstand, Spannungsteilerregel, Maschenregel, Brückengleichgewicht, Diagonalspannung, Brückenschaltung"
2.2.63,"Ausschlagsbrücke, Brückenspannung, Widerstand, Spannungsteiler, Widerstandsdifferenz, Messbrücke, Widerstandsänderung"
2.2.64,"Stromgespeiste Brücke, Brückenspannung, Innenwiderstand, Ersatzspannungsquelle, Leerlaufspannung, Kurzschlussstrom, Widerstandsmessung, Brückenschaltung"
2.2.65,"spezifischer Widerstand, Widerstandsberechnung, Eisendraht, Querschnittsfläche, Drahtwiderstand, Materialwiderstand, Durchmesser"
2.2.66,"Thevenin-Theorem, Ersatzspannungsquelle, Innenwiderstand, lineares Netzwerk, Widerstand, Spannungsquelle, Netzwerkanalyse"
2.2.67,"Norton-Theorem, Ersatzstromquelle, Innenwiderstand, Kurzschlussstrom, lineares Netzwerk, Netzwerkanalyse, Stromquelle"
3.1.1,"Wechselstrom, Vorteile, Schaltvorgänge, Transformation, Erzeugung, Turbinen, Nulldurchgang"
3.1.2,"Wechselstrom, Definition, periodische Umkehr, Stromrichtung, kontinuierliche Änderung"
3.1.3,"Wechselstrom, Gleichstrom, Unterschied, Fließrichtung, Periodizität, Schwingung"
3.1.4,"AC, Wechselstrom, Abkürzung, Alternating Current"
3.1.5,"Wechselstrom, Wechselspannung, Amplitude, Frequenz, Phase, Ursache"
3.1.6,"Öffentliches Netz, Wechselspannung, 3-Phasen-Wechselspannung, Frequenz, Energieversorgung, Österreich"
3.1.7,"Sinusförmige Wechselspannung, Verlauf, Sinuskurve, Spannung, Wechselstrom"
3.1.8,"Periodendauer, Frequenz, Zusammenhang, Zeit, Schwingung"
3.1.9,"Effektivwert, Sinusgröße, Berechnung, Formel, Wechselstrom"
3.1.10,"Scheitelfaktor, ks, Formel, Amplitude, Wechselstrom"
3.1.11,"Gradmaß, Bogenmaß, Umrechnung, Winkel, Trigonometrie"
3.1.12,"Arithmetischer Mittelwert, Formel, Durchschnitt, Berechnung, statistische Größe"
3.1.13,"Gleichwert, Formel, Betrag, Berechnung, Wechselstrom"
3.1.14,"Zeigerdarstellung, Zeiger, Umdrehung, Periode, Wechselstrom"
3.1.15,"Zeigerdarstellung, Zeigerlänge, Amplitude, physikalische Größe"
3.1.16,"Kreisfrequenz, Formel, Omega, Frequenz, Periodendauer, Wechselstrom"
3.1.17,"Zeigerdiagramm, Liniendiagramm, Phasenverschiebung, Strom, Spannung, Wechselstrom"
3.1.18,"Impuls, Definition, Strom, Spannung, Leistungsverlauf"
3.1.19,"Impulsarten, Rechteckimpuls, Nadelimpuls, Sägezahnimpuls, Sinusimpuls, Schwingungspakete, Anwendungen, Digitaltechnik, Triac, Thyristor, Oszilloskop"
3.1.20,"Zeigerdiagramm, Ohmscher Verbraucher, Strom, Spannung, Phasengleichheit, Phasenverschiebung"
3.1.21,"Zeigerdiagramm, Induktiver Verbraucher, Strom, Spannung, Phasenverschiebung, Strom eilt nach"
3.1.22,"Zeigerdiagramm, Kapazitiver Verbraucher, Strom, Spannung, Phasenverschiebung, Strom eilt vor"
3.1.23,"Wechselgrößen, Arten, Reine Wechselgrößen, Mischgrößen, Sinusgrößen"
3.1.24,"Reine Wechselgrößen, Definition, periodische Signale, arithmetischer Mittelwert, Null, Beispiele, Rechteckspannung, Kippspannung, Trapezspannung"
3.1.25,"Mischgrößen, Definition, periodisches Signal, arithmetischer Mittelwert, ungleich Null, Sinus mit Offset"
3.1.26,"Sinusgrößen, Definition, Elektrotechnik, Sinusfunktion, geringe Verluste, Verzerrungen"
3.1.27,"Wechselspannung, Erzeugung, elektrischer Generator, Magnetfeld, Leiterschleife, elektromagnetische Induktion, Wechselstrom"
3.1.28,"Frequenzen, Anwendungen, Bahnstromversorgung, Energieversorgung, Tonfrequenztechnik, Hochfrequenztechnik, USA, Europa, Hz, kHz, GHz"
3.1.29,"Effektivwert, Wechselspannung, Wirkleistung, Gleichspannung, Wärmewirkung, Widerstand"
3.1.30,"Leistung, Verbraucher, Erzeuger, Wirkleistung"
3.1.31,"Leistung, Blindleistung, induktiv, kapazitiv, Last"
3.1.32,"digitale Leistungsmessgeräte, Messung, Strom, Spannung, Wirkleistung, Blindleistung, Scheinleistung, Leistungsfaktor"
3.1.33,"direkte Leistungsmessung, halb-indirekte Leistungsmessung, indirekte Leistungsmessung, Arten, Leistungsmessung"
3.1.34,"direkte Leistungsmessung, Schaltung, Ohmsches Gesetz."
3.1.35,"halb-indirekte Leistungsmessung, Schaltung"
3.1.36,"indirekte Leistungsmessung, Schaltung"
3.1.37,"Impedanz, Widerstand, komplexer Scheinwiderstand, Ohmsches Gesetz, Verbraucherbezugssystem"
3.1.38,"Impedanz, Kondensator, komplexer Scheinwiderstand, Verbraucherbezugssystem, Phasenverschiebung"
3.1.39,"Impedanz, Spule, komplexer Scheinwiderstand, Verbraucherbezugssystem, Phasenverschiebung"
3.1.40,"Knotenregel, Kirchhoffsche Regel, Sinusgrößen"
3.1.41,"Maschenregel, Kirchhoffsche Regel, Sinusgrößen"
3.1.42,"RMS, Effektivwert, Wechselgröße, physikalische Bedeutung"
3.1.43,"Sinusschwingung, Variablen, Spannung, Kreisfrequenz, Phasenverschiebung"
3.1.44,"Radiant, Einheitskreis, Bogenmaß"
3.1.45,"Vergleich, Wechselstrom, Gleichstrom, Effektivwert, Wirkleistung"
3.1.46,"Phasenverschiebung, Strom, Spannung, ohmsche Last"
3.1.47,"Zeigerdiagramm, Amplitude, Wechselgröße"
3.1.48,"Eulersche Formel, Darstellung, Wechselgrößen"
3.1.49,"komplexe Zahlen, Polarform, kartesische Darstellung, Umrechnung"
3.1.50,"komplexe Zahlen, Polarform, kartesische Darstellung, Umrechnung, trigonometrische Identität, reale und imaginäre Teile"
3.1.51,"Wechselspannung, Vorteile, Umwandlung, kinetische Energie, Transformation, Spannungen, Energietransport"
3.1.52,"Formfaktor, Effektivwert, Gleichrichtwert, Wechselspannung, Definition, Berechnung"
3.1.53,"Impedanz, Wechselstromtechnik, Gesamtimpedanz, Schaltung, komplexe Impedanz, Teilimpedanzen"
3.1.54,"Admittanz, komplexe Komponenten, Wirkleitwert, Konduktanz, Blindleitwert,"
3.1.55,"elektromagnetische Induktion, Magnetfeld, Spannungserzeugung, Wechselwirkung, Faradaysches Gesetz"
3.1.56,"Induktionskochfeld, Funktionsweise, magnetisches Wechselfeld, Wirbelströme, Kochgeschirr, Wärmeumwandlung, Spulen, Glaskeramik"
3.1.57,"Formfaktor, Sinussignal, Effektivwert, Gleichrichtwert, mathematische Berechnung, Integration, Sinuswellen"
3.2.1,"Wellenlänge, elektromagnetische Welle, Frequenz, Berechnung, Lichtgeschwindigkeit"
3.2.2,"Frequenz, elektromagnetische Welle, Wellenlänge, Berechnung, Zusammenhang, Lichtgeschwindigkeit"
3.2.3,"Kurzwellensender, Frequenz, Wellenlänge, Band, elektromagnetische Wellen, Berechnung"
3.2.4,"Akkumulator, Wechselstrom, Spitzenspannung, Vollweggleichrichter, Ladezeit, abgegebene Ladung"
3.2.5,"Effektivwert, Mittelwert, Scheitelwert, Formfaktor, Stromverlauf, Berechnung"
3.2.6,"Komplexe Zahlen, Addition, Subtraktion, Berechnung, Koordinatensystem"
3.2.7,"Wellenlänge, Berechnung, elektromagnetische Wellen, Frequenz"
3.2.8,"Periodendauer, Frequenz, Berechnung, Zusammenhang"
3.2.9,"Spitzenwert, Berechnung, Strom, Spannung"
3.2.10,"Spitzenwert, Strom, Spannung, Berechnung, Wechselstrom"
3.2.11,"Spitzenwert, Effektivwert, Prozentrechnung, elektrische Größen, Sinusspannung"
3.2.12,"Effektivwert, Spitzenwert, elektrische Größen, Prozentrechnung, Sinusspannung"
3.2.13,"RL-Schaltung, Serienschaltung, Gesamtspannung, Spannungsdreieck, Phasenverschiebung"
3.2.14,"RL-Schaltung, Serienschaltung, Widerstand, Spannung, Spannungsdreieck, Phasendreieck"
3.2.15,"RL-Schaltung, Serienschaltung, Induktivität, Spannung, Spannungsdreieck, Phasendreieck"
3.2.16,"RL-Schaltung, Reaktanz, Induktivität, Impedanz, Kreisfrequenz, elektrische Größen"
3.2.17,"RL-Schaltung, Reaktanz, Widerstand, Impedanz, Induktivität, Kreisfrequenz"
3.2.18,"RL-Schaltung, Blindleistung, Impedanz, Induktivität, Spannungsberechnung, Stromberechnung, Berechnung"
3.2.19,"RL-Schaltung, Spannung, Phasenverschiebung, Leistungsfaktor, Spannungskomponenten"
3.2.20,"RL-Schaltung, Impedanz, Blindleistung, Leistungsfaktor, Phasenverschiebung"
3.2.21,"RL-Schaltung, Leistungsfaktor, Impedanz, Phasenverschiebung, Induktivität"
3.2.22,"RL-Schaltung, Parallelschaltung, Stromberechnung, Leistungsfaktor, Induktivität"
3.2.23,"RL-Schaltung, Parallelschaltung, Stromberechnung, Induktivität, Leistungsfaktor"
3.2.24,"RL-Schaltung, Parallelschaltung, Stromberechnung, Leistungsfaktor, Phasenverschiebung"
3.2.25,"RL-Schaltung, Parallelschaltung, Impedanz, Leitwert, Widerstand, Reaktanz"
3.2.26,"RL-Parallelschaltung, Impedanz, Reaktanz, Widerstand, elektrische Größen"
3.2.27,"RL-Parallelschaltung, Strom, Impedanz, Leistung, Blindleistung, Scheinleistung"
3.2.28,"RL-Parallelschaltung, Strom, Leistung, Induktivität, Widerstand, Blindleistung, Scheinleistung"
3.2.29,"RC-Serienschaltung, Spannung, Gesamtspannung, Vektorrechnung"
3.2.30,"RC-Serienschaltung, Spannung, Widerstand, Vektorrechnung"
3.2.31,"RC-Serienschaltung, Impedanz, Strom, Kapazitive Reaktanz, elektrische Größen"
3.2.32,"RC-Serienschaltung, Widerstand, Kapazitive Reaktanz, Impedanz, Vektorrechnung"
3.2.33,"RC-Serienschaltung, Kondensator, Kapazität, Kapazitive Reaktanz, Strom"
3.2.34,"RLC-Serienschaltung, Impedanz, Strom, Spannung, Phasenverschiebung, Resonanzbedingungen"
3.2.35,"RLC-Schaltung, Parallelschaltung, Widerstand, Induktivität, Kapazität, Leistung, Arbeit, Netzspannung, Blindleistung, Wirkleistung, Wechselstrom, Zählerarbeit"
3.2.36,"RC-Schaltung, Parallelschaltung, Stromberechnung, Wechselstrom, Gesamtstrom, Pythagoras, Blindstrom, Widerstandsstrom"
3.2.37,"RC-Schaltung, Parallelschaltung, Stromberechnung, Wechselstrom, Gesamtstrom, Pythagoras, Stromstärke"
3.2.38,"RC-Schaltung, Parallelschaltung, Widerstandsstrom, Wechselstrom, Stromberechnung, Pythagoras, Kapazitätsstrom"
3.2.39,"RC-Schaltung, Parallelschaltung, Kapazitätsstrom, Wechselstrom, Stromberechnung, Pythagoras, Widerstandsstrom"
3.2.40,"RC-Schaltung, Parallelschaltung, Widerstand, Wechselstrom, Kapazitätsstrom, Stromberechnung, Blindwiderstand"
3.2.41,"RLC-Schaltung, Parallelschaltung, Kapazitätsstrom, Induktivitätsstrom, Wechselstrom, Widerstandsstrom, Gesamtstrom, Pythagoras"
3.2.42,"RLC-Schaltung, Parallelschaltung, Wechselstrom, Kapazitätsstrom, Induktivitätsstrom, Leistungsfaktor, Wirkstrom, Blindleistung, Pythagoras"
3.2.43,"RLC-Serienschaltung, Impedanz, Gesamtimpedanz, Induktivität, Kapazität, Widerstand, Wechselstrom"
3.2.44,"RLC-Serienschaltung, Impedanz, Kapazität, Induktivität, Widerstand, Frequenz"
3.2.45,"RLC-Serienschaltung, Strom, Kondensator, Gesamtstrom, Induktivität, Widerstand, Frequenz"
3.2.46,"Blindleistung, Kompensation, Kondensator, Leistung, Spannung, Frequenz"
3.2.47,"Blindleistung, Kompensation, Kondensator, Frequenz, Impedanz, Strom"
3.2.48,"Blindleistung, Kompensation, Kondensator, Strom, Spannung, Frequenz"
3.2.49,"Periodendauer, Frequenz, Winkelgeschwindigkeit, Berechnung"
3.2.50,"Frequenz, Periodendauer, Schwingung"
3.2.51,"Periodendauer, Frequenz, Winkelgeschwindigkeit"
3.2.52,"Frequenz, Periodendauer"
3.2.53,"Frequenz, Periodendauer, Berechnung"
3.2.54,"Frequenz, Polpaarzahl, Berechnung"
3.2.55,"Schaltungsverhalten, Frequenz, Widerstand, Spannung"
3.2.56,"Impedanz, RL-Schaltung, Wechselstrom, Induktivität, Resistenz"
3.2.57,"Leistungsfaktor, Wirkleistung, Scheinleistung, Effektivwert, Wechselstrom"
3.2.58,"Resonanzfrequenz, LC-Schaltung, Frequenz, Induktivität, Kapazität, Wechselstrom"
3.2.59,"KomplexeZahlen, Strom, Polarform, Reaktanz, Impedanz, Wechselstrom"
3.2.60,"Spitzenwert, Wechselstrom, Scheitelfaktor, Effektivwert"
3.2.61,"Induktion, Augenblickswert, Magnetfeld, Wechselspannung"
3.2.62,"Frequenz, Periodendauer, Bahnversorgungsnetz, Energieversorgungsnetz, Wechselstrom"
3.2.63,"Bemessungsleistung, Widerstand, Wechselstrom, MaximaleSpannung, Effektivwert"
3.2.64,"Widerstand, Leistungsberechnung, Spitzenstrom, Wechselstrom, Berechnung"
3.2.65,"Frequenz, Kreisfrequenz, Umrechnung"
3.2.66,"Blindleistung, Kondensator, Strom, Wechselstrom, Phasenshift"
3.2.67,"Spannungszeiger, Polarform, Phasenschiebung, Zeigeraddition"
3.2.68,"RL-Schaltung, Impedanz, komplexe Berechnung, Strom, Spannung"
3.2.69,"RL-Schaltung, Phasenwinkel, Leistung, Scheinleistung"
3.2.70,"Impedanz, komplexe Berechnung, Strom, Spannung"
3.2.71,"Stromwandler, Leistung, Umrechnung, Wattmesser"
3.2.72,"Spannungsteiler, Frequenzkompensation, Kondensator, Widerstand"
3.2.73,"Kapazitätsmessung, Wien-Messbrücke, Kondensator"
3.2.74,"Admittanz, Impedanz, Wechselstrom, Berechnung"
3.2.75,"Admittanz, Impedanz, Wechselstrom"
3.2.76,"Impedanz, Induktivität, Wechselstrom"
3.2.77,"Impedanz, Kapazität, Wechselstrom"
3.2.78,"Impedanz, Induktivität, Wechselstrom"
3.2.79,"Spule, Wechselstrom, Spannung, Amplitude"
3.2.80,"Spule, Wechselstrom, Leistung, Amplitude"
3.2.81,"Kondensator, Wechselstrom, Strom, Amplitude"
3.2.82,"Kondensator, Wechselstrom, Leistung, Amplitude"
3.2.83,"Gleichrichterschaltung, Dioden, Wechselspannung, Spannung"
3.2.84,"RCD-Schaltung, Kondensator, Diode, Rechteckspannung, hohe Frequenz, Mischspannung, Wechselsignal, periodische Spannung, Entladung, Aufladung"
3.3.1,"Kondensator, Eigenschaften, elektrische Ladung, Speicherung, Isolierstoff"
3.3.2,"Kondensator, Schaltzeichen, Aufbau, Skizze"
3.3.3,"Kondensator, Kapazität, Farad, Ladung, Spannung"
3.3.4,"Kondensator, Einheit, Farad, Untereinheiten, Zehnerpotenzen"
3.3.5,"Kondensator, Kapazität, Faktoren, Plattengröße, Plattenabstand, Dielektrikum"
3.3.6,"Kondensator, Kapazität, Plattenabstand, Dielektrikum, Einflussfaktoren"
3.3.7,"Kondensator, Kapazität, Plattengröße, Dielektrikum, Einflussfaktoren"
3.3.8,"Kondensatoren, feste Kapazitäten, variable Kapazitäten, Folienkondensator, Keramikkondensator, Elektrolytkondensator, Drehkondensator, Trimmkondensator"
3.3.9,"Kondensator, Zeitkonstante, Ladung, Entladung, Tau, Kapazität"
3.3.10,"Kondensator, Entladung, Widerstand, Zeitkonstante, Tau"
3.3.11,"Elektrisches Feld, Definition, elektrische Feldstärke, Ladungen, Kraft"
3.3.12,"Elektrisches Feld, Erzeugung, Elektroden, Spannung, Isolation"
3.3.13,"Elektrische Feldlinien, Eigenschaften, Ladungen, Leiterflächen, orthogonal"
3.3.14,"Elektrisches Feld, Permittivität, elektrische Feldstärke, Materialien, Einflussfaktoren"
3.3.15,"Elektrisches Feld, Feldlinien, Potenziallinien, Richtung, Potenzial"
3.3.16,"Elektrisches Feld, Anwendungen, Kondensatoren, Lautsprecher, Staubfilter, Massenspektrometrie"
3.3.17,"Influenz, Definition, Ladungstrennung, elektrisches Feld, Leiter"
3.3.18,"Elektrische Felder, Abschirmung, Faradayscher Käfig, Bezugserde, Leitermantel"
3.3.19,"Kapazität, Formelzeichen, Farad, Einheit, Kondensator"
3.3.20,"Kondensator, Spannung, Ladung, Kapazität, Zusammenhang"
3.3.21,"Kondensator, Kapazität, Plattenkondensator, Permittivität, Geometrie, Abmessungen"
3.3.22,"Dielektrikum, Kondensator, Kapazität, Elektrisches Feld, Relativ Dielektrizitätskonstante, Materialeigenschaften"
3.3.23,"Relative Dielektrizitätskonstante, Permittivität, Materialkonstanten, Kondensator, Elektrisches Feld"
3.3.24,"Kondensator, Parallelschaltung, Kapazität, Schaltungstechnik, Gesamtkapazität"
3.3.25,"Kondensator, Serienschaltung, Kapazität, Schaltungstechnik, Gesamtkapazität"
3.3.26,"Kondensator, Ladezeit, Zeitkonstante, Kapazität, Widerstand, Schaltung"
3.3.28,"Zeitkonstante, Kondensator, Kapazität, Widerstand, Einheit, RC-Schaltung"
3.3.29,"Kondensator, Kapazität, Bemessungsspannung, Kenngrößen, Auswahlkriterien"
3.3.30,"Kondensator, Betriebsspannung, Gleichspannung, Wechselspannung, Auswahlkriterien"
3.3.31,"Wickelkondensator, Aufbau, Dielektrikum, Metallfolie, Verguss, Isolation"
3.3.32,"Metallpapierkondensator, Aufbau, Papierschichten, Metallisierung, Kondensator"
3.3.33,"Metallpapierkondensator, Metallkunststoffkondensator, Eigenschaften, Selbstheilung, Durchschlag"
3.3.34,"MKP-Kondensator, MKC-Kondensator, MKS-Kondensator, Material, Polypropylen, Polycarbonat, Polystyrol"
3.3.35,"Keramikkondensator, Vielschicht-Keramikkondensator, Elektroden, Keramik-Dielektrikum, Aufbau"
3.3.36,"Elektrolytkondensator, Polung, Oxidschicht, Wechselspannung, Zerstörung"
3.3.37,"Elektrolytkondensator, Elektrolyt, Kathode, Oxidschicht, Aufgaben"
3.3.38,"Elektrolytkondensator, Reststrom, Kapazitätsabhängigkeit, Spannungsabhängigkeit, Temperaturabhängigkeit, Zeitabhängigkeit"
3.3.39,"Elektrolytkondensator, ungepolt, Aufbau, Serienschaltung, Gegensätzliche Polung"
3.3.40,"antal-Elektrolytkondensator, Aluminium-Elektrolytkondensator, Kapazität, Reststrom, Lagerfähigkeit, Vorteile"
3.3.41,"Superkondensator, Doppelschichtkondensator, Kapazität, Elektrochemischer Kondensator"
3.3.42,"Kapazitätsdioden, Trimmkondensatoren, Veränderbare Kapazität, Eigenschaften"
3.3.43,"Bemessungskapazität, Bemessungsspannung, Temperaturbereich, Kapazitätstoleranz, Bauart, Kondensator"
3.3.44,"Kapazitive Kopplung, Parallel geführte Leitungen, Hohe Frequenzen, Spannungsanstieg, Störquellen"
3.3.49,"Kapazitive Reaktanz, Berechnung, Formeln, Frequenz, Kapazität, Reaktanz"
3.3.50,"Kondensator, Kapazität, Berechnung, Geometrie, Dielektrikum"
3.3.51,"Frequenz, Berechnung, Kapazität, Reaktanz, Schaltung"
3.3.52,"Frequenz, Berechnung, Reaktanz, Kondensator, Schaltung"
3.3.53,"Serienschaltung, Kondensator, Spannung, Gesamtstrom, Berechnung"
3.3.54,"Blindwiderstand, Kondensator, Frequenz, Kapazität, Berechnung"
3.3.55,"Kondensator, Stromberechnung, Wechselspannung, Kapazität, Frequenz"
3.3.56,"Kondensator, Stromberechnung, Schaltung, Kapazität, Wechselstrom"
3.3.57,"Kondensator, Kapazität, Berechnung, Strom, Spannung, Frequenz"
3.3.58,"Blindleistung, Netz, Kondensator, Induktive Verbraucher, Kapazitive Verbraucher, Berechnung"
3.3.59,"Blindleistung, Kompensation, Parallelschaltung, Reaktanz, Kapazität, Kondensator"
3.3.60,"Ladungen, Gleichnamig, Abstoßung, Skizze, Elektrisches Feld"
3.3.61,"Ladungen, Ungleichnamig, Anziehung, Skizze, Elektrisches Feld"
3.3.62,"Elektrische Feldstärke, Definition, Kraft, Ladung, Elektrisches Feld"
3.3.63,"Elektrisches Feld, Feldlinien, Richtung, Positive Ladung, Negative Ladung"
3.3.64,"Durchschlagfeldstärke, Luft, Vakuum, Papier, Isolierkeramik, Polystyrol, Aluminiumoxid"
3.3.65,"Influenz, Ladungsverschiebung, Leitende Stoffe, Elektrisches Feld, Feldfreier Raum"
3.3.66,"Polarisation, Nichtleiter, Moleküle, Elektrisches Feld, Ausrichtung"
3.3.67,"Abschirmung, Elektrisches Feld, Drahtgitter, Erdung, Metallflächen"
3.3.68,"Faraday'scher Käfig, Prinzip, Influenz, Feldfreiheit, Metallschirm"
3.3.69,"Homogenes Feld, Inhomogenes Feld, Feldlinien, Dichte, Elektrisches Feld"
3.3.70,"Durchschlagsfeldstärke, Spannung, Aluminiumschienen, Abstand, Überschlag"
3.3.71,"Durchschlagsfeldstärke, Spannung, Metallplatten, Papierschicht, Durchschlag"
